股票代號,股票名稱,日期,開盤價,最高價,最低價,收盤價,漲跌,漲幅(%),振幅(%),成交量,成交筆數,成交金額(千),均張,成交量變動(%),均張變動(%),股本(百萬),總市值(億),市值比重(%),本益比,股價淨值比,本益比(近四季),週轉率(%),成交值比重(%),漲跌停,成交量(股)
2454,聯發科,20190524,294.5,294.5,286,287,-5,-1.71,2.91,5171,3413,1502837,1.5,-47.64,-6.25,15875,4556.1,1.467,20.1,1.59,21.2,0.33,1.458,0,5171759
2455,全新,20190524,74.5,75.2,72.2,72.7,-1.8,-2.42,4.03,3356,2543,246618,1.3,-34.18,0,1849,134.4,0.043,27.8,4.68,35.7,1.83,0.239,0,3356141
2456,奇力新,20190524,82.9,84.2,82.4,82.4,-0.5,-0.6,2.17,2253,1951,187292,1.2,-53.79,-7.69,2432,200.4,0.065,8.3,0.8,6.8,0.93,0.182,0,2253861
2457,飛宏,20190524,8.93,9.07,8.92,8.93,0,0,1.68,582,255,5214,2.3,26.25,15,3377,30.2,0.01,,0.59,,0.17,0.005,0,582287
2458,義隆,20190524,69.9,71.4,69.5,70.3,1,1.44,2.74,2558,2105,180848,1.2,52.44,0,3039,213.6,0.069,12.1,3.02,12.6,0.85,0.175,0,2558351
2459,敦吉,20190524,38.15,38.45,38.1,38.25,0.05,0.13,0.92,49,51,1887,1,-16.95,-9.09,1059,40.5,0.013,9.6,0.88,9.4,0.05,0.002,0,49337
2460,建通,20190524,10.2,10.2,10.1,10.15,0.15,1.5,1,28,10,283,2.8,-71.13,-24.32,1692,17.2,0.006,,0.66,,0.02,0,0,28003
2461,光群雷,20190524,14,14,13.7,13.75,-0.1,-0.72,2.17,136,58,1880,2.3,9.68,0,1593,21.9,0.007,45.6,0.8,37,0.09,0.002,0,136100
2462,良得電,20190524,27.35,27.45,27.1,27.3,-0.05,-0.18,1.28,124,71,3393,1.7,-5.34,21.43,1425,38.9,0.013,68.3,1.5,28.8,0.09,0.003,0,124374
2464,盟立,20190524,46.7,47.6,46.45,46.9,0.65,1.41,2.49,1493,1082,70262,1.4,-49.85,-17.65,1955,91.7,0.03,9.5,2.1,9.2,0.77,0.068,0,1493483
2465,麗臺,20190524,12.3,12.8,12.2,12.25,0.15,1.24,4.96,773,362,9609,2.1,6.33,10.53,536,6.6,0.002,,1.93,,1.46,0.009,0,773505
2466,冠西電,20190524,32.45,32.45,31.85,32.05,-0.4,-1.23,1.85,90,56,2893,1.6,3.45,-5.88,1563,50.1,0.016,79.5,2.93,189.4,0.06,0.003,0,90000
2467,志聖,20190524,31.05,31.4,31.05,31.2,0.05,0.16,1.12,487,278,15230,1.8,-43.31,12.5,1492,46.6,0.015,10.4,1.65,8.4,0.33,0.015,0,487809
2468,華經,20190524,11.8,11.9,11.7,11.75,-0.05,-0.42,1.69,81,31,959,2.6,-22.86,23.81,700,8.2,0.003,19.6,0.72,17.9,0.12,0.001,0,81000
2471,資通,20190524,17.2,17.4,17.15,17.35,0.1,0.58,1.45,120,53,2079,2.3,84.62,35.29,473,8.2,0.003,10.8,1.12,9.9,0.25,0.002,0,120101
2472,立隆電,20190524,36.95,37.25,36.6,36.7,-0.15,-0.41,1.76,126,108,4655,1.2,18.87,9.09,1292,47.4,0.015,10.2,1.33,8.3,0.1,0.005,0,126150
2474,可成,20190524,200,201.5,197.5,199,4,2.05,2.05,6700,4291,1338323,1.6,-33.28,6.67,7704,1533.1,0.494,8.7,0.99,5.9,0.87,1.299,0,6700368
2476,鉅祥,20190524,23.65,23.95,23.65,23.95,0.2,0.84,1.26,57,38,1374,1.5,-65.45,-50,1850,44.3,0.014,14.1,0.93,11.1,0.03,0.001,0,57550
2477,美隆電,20190524,21.15,21.25,20.95,21.15,0,0,1.42,29,17,613,1.7,-66.28,6.25,1982,41.9,0.013,19.2,1.31,19.3,0.01,0.001,0,29000
2478,大毅,20190524,44.45,44.9,44.05,44.05,-0.2,-0.45,1.92,565,426,25136,1.3,-50.22,-13.33,1937,85.3,0.027,22,1.41,6,0.29,0.024,0,565101
2480,敦陽科,20190524,51.2,52.3,51.2,51.6,0.2,0.39,2.14,312,263,16203,1.2,-12.11,0,1064,54.9,0.018,11.4,1.95,13.1,0.3,0.016,0,312104
2481,強茂,20190524,24,24.45,24,24.1,0.1,0.42,1.88,1301,717,31509,1.8,-14.13,5.88,3698,89.1,0.029,11.8,1.32,11,0.35,0.031,0,1301789
2482,連宇,20190524,10.55,10.6,10.45,10.6,0,0,1.42,44,26,466,1.7,-39.73,-15,621,6.6,0.002,,0.9,95.3,0.07,0,0,44300
2483,百容,20190524,20.4,20.55,20.3,20.55,0.15,0.74,1.23,55,38,1125,1.4,-38.2,-22.22,1106,22.7,0.007,14.4,0.92,10.5,0.05,0.001,0,55000
2484,希華,20190524,19.05,19.3,19.05,19.2,0.15,0.79,1.31,442,228,8481,1.9,67.42,46.15,1594,30.6,0.01,12.8,0.98,12.1,0.28,0.008,0,442486
2485,兆赫,20190524,19.7,20,19.65,19.9,0.2,1.02,1.78,552,335,10960,1.6,-47.02,-20,3177,63.2,0.02,19,0.91,18.7,0.17,0.011,0,552461
2486,一詮,20190524,8.03,8.1,8,8.1,0.1,1.25,1.25,268,123,2166,2.2,-42.86,-15.38,2020,16.4,0.005,,0.52,,0.13,0.002,0,268926
2488,漢平,20190524,37.05,37.25,36.9,36.95,-0.1,-0.27,0.94,125,98,4623,1.3,-52.47,0,800,29.6,0.01,9.2,1.41,8.3,0.16,0.004,0,125002
2489,瑞軒,20190524,10.95,11.1,10.95,11.1,0.1,0.91,1.36,1043,581,11506,1.8,43.66,0,8094,89.8,0.029,38.6,0.74,64,0.13,0.011,0,1043659
2491,吉祥全,20190524,5.62,5.73,5.51,5.55,-0.12,-2.12,3.88,40,19,223,2.1,,,820,4.6,0.001,,0.81,,0.05,0,0,40000
2492,華新科,20190524,158.5,159.5,154,154,-3,-1.91,3.5,8850,5621,1389883,1.6,-15,14.29,4858,748.1,0.241,8.1,1.94,3.6,1.86,1.349,0,8850181
2493,揚博,20190524,29.95,30.15,29.85,29.95,0.15,0.5,1.01,261,186,7834,1.4,-35.07,7.69,1144,34.3,0.011,10.7,1.38,9.7,0.23,0.008,0,261360
2495,普安,20190524,13.45,13.55,13.2,13.2,-0.1,-0.75,2.63,421,165,5619,2.6,-70.29,13.04,2764,36.5,0.012,13.2,0.86,14.7,0.15,0.005,0,421036
2496,卓越,20190524,84,85.1,83.5,85.1,2.1,2.53,1.93,6,7,518,0.9,200,28.57,175,14.9,0.005,14.2,1.85,13.2,0.03,0.001,0,6150
2497,怡利電,20190524,23.45,23.75,23.3,23.6,0.5,2.16,1.95,234,185,5511,1.3,-57.61,-23.53,1188,28,0.009,39.5,1.91,,0.2,0.005,0,234304
2498,宏達電,20190524,35.75,36.45,35.75,36.15,0.5,1.4,1.96,5831,3128,210522,1.9,17.11,5.56,8188,296,0.095,,0.68,,0.71,0.204,0,5831275
2499,東貝,20190524,8.55,8.68,8.55,8.58,0,0,1.52,493,207,4248,2.4,-40.53,14.29,4612,39.6,0.013,28.7,0.77,87.5,0.11,0.004,0,493045
2501,國建,20190524,24.8,25.55,24.7,25.5,0.95,3.87,3.46,1915,1263,48438,1.5,100.94,0,11596,295.7,0.095,18.2,1.18,9.1,0.16,0.047,0,1915528
2504,國產,20190524,8.56,8.62,8.43,8.45,-0.09,-1.05,2.22,3026,1322,25739,2.3,15.67,-14.81,13850,117,0.038,16.9,0.59,18.2,0.22,0.025,0,3026587
2505,國揚,20190524,11.65,11.85,11.65,11.8,0.2,1.72,1.72,281,84,3303,3.3,-21.29,13.79,6966,82.2,0.026,,0.98,,0.04,0.003,0,281018
2506,太設,20190524,11.45,11.5,11.45,11.5,0.05,0.44,0.44,8,16,95,0.5,-42.86,-16.67,3870,44.5,0.014,,0.64,24.7,0,0,0,8314
2509,全坤建,20190524,28,28.6,28,28.45,0.4,1.43,2.14,81,59,2289,1.4,-61.79,-56.25,1730,49.2,0.016,6.6,1.12,3.8,0.05,0.002,0,81000
2511,太子,20190524,11.3,11.45,11.3,11.4,0,0,1.32,1124,397,12809,2.8,4.17,-9.68,16233,185.1,0.06,14.2,0.76,14.1,0.07,0.012,0,1124927
2514,龍邦,20190524,15.9,16.2,15.85,16.15,0.2,1.25,2.19,89,73,1431,1.2,61.82,0,5059,81.7,0.026,32.3,0.96,656.7,0.02,0.001,0,89449
2515,中工,20190524,8.34,8.48,8.31,8.42,0.06,0.72,2.03,13210,2981,111103,4.4,-17.04,2.33,15309,128.9,0.041,42.1,0.64,51.2,0.86,0.108,0,13210585
2516,新建,20190524,6.04,6.08,6.04,6.08,0.04,0.66,0.66,36,23,221,1.6,-54.43,-50,2263,13.8,0.004,20.2,0.57,24.2,0.02,0,0,36355
2520,冠德,20190524,23.95,25.15,23.85,24.75,0.9,3.77,5.45,12706,5306,313610,2.4,-18.99,-4,5038,124.7,0.04,11.6,1.04,18.5,2.51,0.304,0,12706508
2524,京城,20190524,26.75,26.75,26.35,26.5,0.05,0.19,1.51,102,69,2722,1.5,50,25,3847,101.9,0.033,7.5,0.83,13.5,0.03,0.003,0,102600
2527,宏璟,20190524,21.1,21.1,20.6,20.7,-0.1,-0.48,2.4,92,53,1914,1.7,-43.9,-10.53,2703,56,0.018,11.5,0.8,10.9,0.03,0.002,0,92000
2528,皇普,20190524,15.8,15.8,15.65,15.65,0.05,0.32,0.96,158,28,2477,5.6,116.44,166.67,2354,36.8,0.012,,1.49,,0.07,0.002,0,158000
2530,華建,20190524,16.1,16.2,16,16.2,0,0,1.23,133,57,2149,2.3,-73.61,-47.73,2708,43.9,0.014,81.2,1.35,425.5,0.05,0.002,0,133272
2534,宏盛,20190524,20.7,21.35,20.7,21.2,0.5,2.42,3.14,3683,1470,78023,2.5,183.74,38.89,7410,157.1,0.051,9.2,1.09,9.2,0.5,0.076,0,3683586
2535,達欣工,20190524,21.5,21.75,21.45,21.7,0.25,1.17,1.4,1407,748,30431,1.9,68.71,5.56,2907,63.1,0.02,10.5,0.95,11.4,0.48,0.03,0,1407782
2536,宏普,20190524,19.5,19.9,19.5,19.9,0.35,1.79,2.05,760,303,14979,2.5,214.05,56.25,3328,66.2,0.021,19.9,0.57,25.9,0.23,0.015,0,760339
2537,聯上發,20190524,7.05,7.15,6.99,7.01,0.02,0.29,2.29,644,191,4544,3.4,-12.5,-20.93,3006,21.1,0.007,70.2,0.51,,0.22,0.004,0,644579
2538,基泰,20190524,11.65,11.75,11.6,11.7,-0.05,-0.43,1.28,424,144,4958,2.9,-17.67,-47.27,4384,51.3,0.017,19.5,0.7,91.8,0.1,0.005,0,424972
2539,櫻花建,20190524,30,30,29.75,29.75,-0.25,-0.83,0.83,37,26,1110,1.4,-61.86,-33.33,4082,121.4,0.039,19.2,2.11,33,0.01,0.001,0,37169
2540,愛山林,20190524,25.75,25.75,24.95,24.95,0.2,0.81,3.23,40,22,1017,1.8,-6.98,0,1466,36.6,0.012,24.9,0.87,32.8,0.03,0.001,0,40000
2542,興富發,20190524,48.25,48.4,48.05,48.15,0.1,0.21,0.73,1182,857,56983,1.4,5.54,-12.5,11666,561.7,0.181,16.6,1.56,7.4,0.1,0.055,0,1182065
2543,皇昌,20190524,7.49,7.49,7.49,7.49,0,0,0,1,3,8,0.3,-50,-70,2420,18.1,0.006,,0.93,,0,0,0,1002
2545,皇翔,20190524,27.65,28.1,27.65,28,0.3,1.08,1.62,506,255,14173,2,381.9,53.85,3277,91.8,0.03,28,0.87,11.2,0.15,0.014,0,506739
2546,根基,20190524,33,34.5,33,34.15,1.15,3.48,4.55,669,421,22603,1.6,105.21,-27.27,1060,36.2,0.012,9.5,1.37,8.1,0.62,0.022,0,669711
2547,日勝生,20190524,13.1,13.35,13.1,13.15,-0.05,-0.38,1.89,624,322,8274,1.9,1.3,-24,8944,117.6,0.038,13.2,0.98,3.7,0.07,0.008,0,624188
2548,華固,20190524,78.8,81.1,78.8,81,1.9,2.4,2.91,2917,1927,235053,1.5,93.82,7.14,2768,224.2,0.072,7.3,1.49,29.8,1.05,0.228,0,2917555
2596,綠意,20190524,22.75,22.75,22.5,22.55,-0.2,-0.88,1.1,82,40,1859,2.1,-56.84,10.53,1000,22.6,0.075,11.3,1.09,16.5,0.08,0.006,0,82300
2597,潤弘,20190524,55,56,54.8,56,0.2,0.36,2.15,102,64,5649,1.6,0,45.45,1350,75.6,0.024,12.4,1.85,11.9,0.07,0.005,0,102000
2601,益航,20190524,11.4,11.5,11.3,11.3,-0.1,-0.88,1.75,860,361,9804,2.4,-27.55,-22.58,6309,71.3,0.023,7.5,0.83,116.7,0.14,0.01,0,860208
2603,長榮,20190524,12,12.2,12,12.1,0.15,1.26,1.67,6961,1718,84396,4.1,-15.47,-6.82,45130,546.1,0.176,23.9,0.81,76.2,0.15,0.082,0,6961142
2605,新興,20190524,15.4,15.6,15.4,15.5,0.1,0.65,1.3,296,189,4591,1.6,-30.35,-11.11,5683,88.1,0.028,42.6,0.55,,0.05,0.004,0,296339
2606,裕民,20190524,30.85,31.3,30.8,31.15,0.25,0.81,1.62,293,202,9116,1.5,-34.01,0,8451,263.2,0.085,15.6,0.98,17,0.03,0.009,0,293232
2607,榮運,20190524,14.45,14.6,14.35,14.45,0.15,1.05,1.75,3225,879,46687,3.7,12.57,-2.63,10671,154.2,0.05,18.1,0.68,17.5,0.3,0.045,0,3225143
2608,嘉里大榮,20190524,35.9,36,35.65,35.9,0.05,0.14,0.98,135,123,4841,1.1,-25.41,10,4670,167.7,0.054,13.5,1.82,13.2,0.03,0.005,0,135089
2609,陽明,20190524,8.09,8.11,8.02,8.04,-0.02,-0.25,1.12,949,276,7657,3.4,4.17,30.77,23230,186.8,0.06,,0.97,,0.04,0.007,0,949818
2610,華航,20190524,9.5,9.57,9.45,9.55,0.13,1.38,1.27,6838,1978,65130,3.5,85.01,40,54210,517.7,0.167,11.8,0.91,36.4,0.13,0.063,0,6838235
2611,志信,20190524,7.58,7.61,7.54,7.54,-0.04,-0.53,0.92,73,42,556,1.7,17.74,-26.09,1780,13.4,0.004,37.3,0.51,29,0.04,0.001,0,73500
2612,中航,20190524,31.65,31.9,31.65,31.65,-0.1,-0.31,0.79,93,86,2961,1.1,-88.82,-35.29,1975,62.5,0.02,12.9,0.6,11,0.05,0.003,0,93200
2613,中櫃,20190524,13,13.15,13,13,-0.1,-0.76,1.15,173,61,2269,2.8,23.57,55.56,1484,19.3,0.006,32.7,0.58,50.3,0.12,0.002,0,173520
2614,東森,20190524,11.85,11.95,11.8,11.85,0.05,0.42,1.27,523,365,6218,1.4,6.3,-6.67,5568,66,0.021,45.8,0.99,6,0.09,0.006,0,523606
2615,萬海,20190524,17.6,17.9,17.6,17.9,0.3,1.7,1.7,2184,1003,38866,2.2,31.65,4.76,22183,397.1,0.128,11.2,1.11,19.7,0.1,0.038,0,2184074
2616,山隆,20190524,29.8,30,29.8,30,0.1,0.33,0.67,63,50,1897,1.3,-53.68,-63.89,1372,41.2,0.013,16.7,1,17.3,0.05,0.002,0,63421
2617,台航,20190524,19.65,19.75,19.5,19.55,-0.1,-0.51,1.27,716,444,14051,1.6,-33.58,-5.88,4173,81.6,0.026,13,0.77,8.3,0.17,0.014,0,716500
2618,長榮航,20190524,15.15,15.3,15.1,15.15,0,0,1.32,12498,1887,189934,6.6,172.23,100,47130,714,0.23,8.8,1.03,10.1,0.27,0.184,0,12498058
2630,亞航,20190524,21.55,21.65,21.45,21.45,-0.1,-0.46,0.93,42,32,918,1.3,7.69,-7.14,1201,25.8,0.008,214.7,1.54,36.6,0.04,0.001,0,42700
2633,台灣高鐵,20190524,43,43.3,42.35,42.95,0.25,0.59,2.22,10299,5880,440913,1.8,-25.27,-10,56283,2417.4,0.778,29.1,3.37,22.8,0.18,0.428,0,10299691
2634,漢翔,20190524,31.6,31.65,31.35,31.5,-0.1,-0.32,0.95,751,415,23692,1.8,6.68,5.88,9419,296.7,0.096,12.8,2.04,13.5,0.08,0.023,0,751748
2636,台驊投控,20190524,25.15,25.3,25.05,25.3,0.15,0.6,0.99,240,170,6065,1.4,-16.08,0,1172,29.7,0.01,9.6,1.16,9,0.2,0.006,0,240758
2637,慧洋-KY,20190524,29.45,29.55,29.35,29.5,0.05,0.17,0.68,302,194,8906,1.6,-32.44,-20,6363,187.7,0.06,9.4,0.65,9.4,0.05,0.009,0,302313
2640,大車隊,20190524,63.5,63.9,63.4,63.7,0.1,0.16,0.79,19,26,1257,0.7,-40.63,-36.36,512,32.6,0.109,15.9,2.3,15.5,0.04,0.004,0,19729
2641,正德,20190524,7.62,7.72,7.62,7.71,0.09,1.18,1.31,201,93,1548,2.2,-18.62,-15.38,1511,11.6,0.039,9.6,0.73,13.9,0.13,0.005,0,201251
2642,宅配通,20190524,22.75,22.9,22.7,22.75,-0.1,-0.44,0.88,53,38,1212,1.4,-34.57,-30,955,21.7,0.007,26.5,1.32,24,0.06,0.001,0,53200
2643,捷迅,20190524,30.7,31.1,30.65,31.1,0.05,0.16,1.45,20,20,618,1,122.22,0,262,8.1,0.027,10.7,1.24,10.6,0.08,0.002,0,20000
2701,萬企,20190524,12.85,12.85,12.75,12.8,0,0,0.78,16,12,217,1.3,-11.11,-27.78,4500,57.6,0.019,16,0.77,14.4,0,0,0,16908
2702,華園,20190524,18.15,18.25,18,18.05,-0.1,-0.55,1.38,69,43,1254,1.6,-6.76,33.33,1023,18.5,0.006,,1.36,47.1,0.07,0.001,0,69200
2704,國賓,20190524,21.75,21.75,21.6,21.65,-0.05,-0.23,0.69,73,54,1584,1.4,-39.17,-6.67,3669,79.4,0.026,18.1,0.78,20,0.02,0.002,0,73060
2705,六福,20190524,6.99,7.04,6.99,7,-0.05,-0.71,0.71,368,156,2581,2.4,-43.47,0,3392,23.7,0.008,,1.14,,0.11,0.003,0,368001
2706,第一店,20190524,14.35,14.4,14.35,14.35,-0.05,-0.35,0.35,25,20,371,1.3,-28.57,-18.75,5000,71.8,0.023,14.4,0.78,13.4,0.01,0,0,25829
2707,晶華,20190524,160.5,161,159,159.5,-1,-0.62,1.25,145,132,23186,1.1,-48.76,-15.38,1267,202.1,0.065,14.5,4.63,13.9,0.11,0.022,0,145045
2712,遠雄來,20190524,42,42.65,41.65,42.55,-0.15,-0.35,2.34,17,13,716,1.3,325,0,1050,44.7,0.014,,3.76,,0.02,0.001,0,17000
2718,晶悅,20190524,18.8,19.35,18.8,19.25,0.1,0.52,2.87,53,20,1002,2.7,657.14,125,426,8.2,0.027,,0.9,,0.12,0.003,0,53000
2719,燦星旅,20190524,3.9,4.19,3.76,4.05,-0.05,-1.22,10.49,47,28,183,1.7,74.07,30.77,363,1.5,0.005,,0.94,,0.12,0.001,0,47050
2722,夏都,20190524,24.4,24.4,24.4,24.4,0,0,0,0,0,0,,,,1115,27.2,0.009,247.3,1.61,82.1,0,0,0,0
2723,美食-KY,20190524,180.5,181.5,175.5,177,-3.5,-1.94,3.32,422,393,74854,1.1,-26.99,-21.43,1800,318.6,0.103,19.5,2.91,21.5,0.23,0.073,0,422138
2724,富驛-KY,20190524,2.97,2.97,2.97,2.97,0.07,2.41,0,6,4,18,1.5,,,682,2,0.007,28.9,8.81,9.4,0.01,0,0,6000
2726,雅茗-KY,20190524,74,75.2,73.2,73.2,0.8,1.1,2.76,96,83,7130,1.2,100,0,350,25.6,0.085,19.9,3.41,22.6,0.28,0.022,0,96000
2727,王品,20190524,84.7,85.4,84.7,84.9,0.3,0.35,0.83,121,109,10387,1.1,-39.5,10,770,65.4,0.021,16.3,1.92,17.8,0.16,0.01,0,121946
2729,瓦城,20190524,257,258,255,258,2,0.78,1.17,8,12,2076,0.7,0,16.67,233,60.1,0.2,15,2.85,16.2,0.03,0.007,0,8093
2731,雄獅,20190524,85.3,85.8,85.1,85.2,0,0,0.82,54,52,4613,1,54.29,0,700,59.6,0.019,18.7,2.64,22.6,0.08,0.004,0,54000
2732,六角,20190524,115,124.5,113.5,123,9,7.89,9.65,1900,1468,227642,1.3,385.93,8.33,382,47,0.157,14.5,3.47,21,4.84,0.714,0,1900668
2734,易飛網,20190524,11.25,11.5,11.2,11.2,-0.3,-2.61,2.61,30,24,342,1.3,233.33,0,303,3.4,0.011,,1.03,,0.1,0.001,0,30359
2736,高野,20190524,15.05,15.45,14.65,15.45,0.3,1.98,5.28,120,72,1797,1.7,81.82,-39.29,490,7.6,0.025,31.5,0.59,,0.24,0.006,0,120000
2739,寒舍,20190524,28.55,28.8,28.5,28.8,0,0,1.04,10,8,286,1.3,-37.5,30,1115,32.1,0.01,19,1.7,29.9,0.01,0,0,10000
2740,天蔥,20190524,18.1,18.2,18,18,-0.2,-1.1,1.1,28,16,505,1.8,12,12.5,180,3.2,0.011,,3.18,,0.16,0.002,0,28000
2745,五福,20190524,19.55,19.75,19.55,19.65,-0.1,-0.51,1.01,22,8,433,2.8,266.67,-6.67,293,5.8,0.019,32,1.02,23.3,0.07,0.001,0,22000
2748,雲品,20190524,60.8,60.9,60.3,60.8,0.3,0.5,0.99,73,54,4417,1.4,108.57,-17.65,656,39.9,0.013,13.1,2.96,18,0.11,0.004,0,73000
2801,彰銀,20190524,19,19.25,19,19.2,0.2,1.05,1.32,15995,4629,306152,3.5,180.12,16.67,97895,1879.6,0.605,12.8,1.17,15.2,0.16,0.297,0,15995099
2809,京城銀,20190524,33.6,33.95,33.6,33.85,0.25,0.74,1.04,1198,681,40472,1.8,25.45,0,11412,386.3,0.124,8.6,0.99,11.3,0.1,0.039,0,1198715
2812,台中銀,20190524,12,12.1,11.95,12.1,0.1,0.83,1.25,6120,1545,73664,4,10.99,17.65,35255,426.6,0.137,11,0.87,10.3,0.17,0.071,0,6120771
2816,旺旺保,20190524,19.8,20.2,19.8,20.1,0.3,1.52,2.02,354,147,7102,2.4,81.54,20,2130,42.8,0.014,6.7,0.84,6.2,0.17,0.007,0,354600
2820,華票,20190524,14.75,14.9,14.75,14.85,0.05,0.34,1.01,541,366,8041,1.5,27.29,-11.76,13430,199.4,0.064,14.9,0.84,15.2,0.04,0.008,0,541213
2823,中壽,20190524,24.3,24.3,24.05,24.1,0.05,0.21,1.04,4160,2023,100545,2.1,-15.21,0,40136,967.3,0.311,9.9,0.95,10.4,0.1,0.098,0,4160130
2832,台產,20190524,20.4,20.4,20.25,20.4,0.05,0.25,0.74,90,53,1835,1.7,-20.35,-5.56,3622,73.9,0.024,11.3,0.84,12.8,0.02,0.002,0,90002
2834,臺企銀,20190524,12.6,12.7,12.55,12.65,0.05,0.4,1.19,13219,4658,167111,2.8,-38.05,-41.67,63939,808.8,0.26,10.4,0.92,10.2,0.21,0.162,0,13219956
2836,高雄銀,20190524,9.64,9.74,9.63,9.7,0.06,0.62,1.14,686,279,6650,2.5,82.45,4.17,10403,100.9,0.032,16.2,0.68,15.6,0.07,0.006,0,686318
2838,聯邦銀,20190524,11.75,12.15,11.75,12.05,0.35,2.99,3.42,10790,2422,129024,4.5,96.9,60.71,28900,348.2,0.104,12.1,0.67,11.7,0.37,0.125,0,10790258
2841,台開,20190524,9.25,9.33,9.17,9.29,0.14,1.53,1.75,5881,1625,54430,3.6,-41.55,12.5,7609,70.7,0.023,31,0.37,15.3,0.77,0.053,0,5881984
2845,遠東銀,20190524,11.8,11.95,11.8,11.9,0.1,0.85,1.27,4003,887,47596,4.5,-7.79,25,32692,389,0.125,9.2,0.84,9.9,0.12,0.046,0,4003060
2849,安泰銀,20190524,15.1,15.25,15.1,15.2,0.05,0.33,0.99,106,52,1620,2,-48.04,-13.04,18188,276.5,0.082,10.9,0.81,12,0.01,0.002,0,106877
2850,新產,20190524,39.1,40.05,39.1,40.05,0.95,2.43,2.43,613,367,24309,1.7,322.76,30.77,3160,126.6,0.041,8.9,1.14,9.1,0.19,0.024,0,613851
2851,中再保,20190524,18.2,18.3,18.2,18.2,0,0,0.55,190,106,3473,1.8,38.69,12.5,5904,107.5,0.035,10.1,0.92,10.9,0.03,0.003,0,190620
2852,第一保,20190524,14.8,14.85,14.7,14.85,0,0,1.01,171,67,2524,2.6,74.49,62.5,3012,44.7,0.014,7.4,0.69,6.2,0.06,0.002,0,171001
2855,統一證,20190524,13.4,13.55,13.4,13.55,0.15,1.12,1.12,730,241,9871,3,-17.98,15.38,13544,183.5,0.059,8.9,0.69,9.1,0.05,0.01,0,730971
2867,三商壽,20190524,10.15,10.65,10.15,10.5,0.35,3.45,4.93,3950,1289,41202,3.1,75.95,40.91,23720,249.1,0.08,13.1,0.75,42.8,0.17,0.04,0,3950640
2880,華南金,20190524,20.3,20.35,20.25,20.3,0.05,0.25,0.49,6322,3043,128259,2.1,-17.09,5,115436,2343.4,0.754,15.6,1.36,16,0.05,0.124,0,6322721
2881,富邦金,20190524,42.5,42.65,42,42,-0.5,-1.18,1.53,12940,4660,546229,2.8,51.13,16.67,115003,4830.1,1.384,10,0.94,10.1,0.11,0.53,0,12940260
2882,國泰金,20190524,41,41.2,40.6,40.6,-0.4,-0.98,1.46,18894,8160,770684,2.3,45.73,0,140965,5723.2,1.642,10.7,0.95,11.1,0.13,0.748,0,18894722
2883,開發金,20190524,9.23,9.23,9.16,9.2,0,0,0.76,18336,4832,168465,3.8,-36.74,8.57,149634,1376.6,0.443,14,0.83,17.5,0.12,0.163,0,18336067
2884,玉山金,20190524,25.95,26.2,25.9,26.1,0.15,0.58,1.16,21187,5451,552910,3.9,23.32,34.48,108289,2826.3,0.91,15.1,1.69,16.6,0.2,0.537,0,21187302
2885,元大金,20190524,17.55,17.55,17.45,17.5,0,0,0.57,8556,2792,149798,3.1,-50.61,-20.51,116862,2045.1,0.658,10.4,0.94,10.9,0.07,0.145,0,8556767
2886,兆豐金,20190524,30.4,30.65,30.35,30.5,-0.05,-0.16,0.98,10899,3416,333013,3.2,-56.11,-41.82,135998,4147.9,1.335,14,1.34,14.9,0.08,0.323,0,10899810
2887,台新金,20190524,13.95,14,13.85,14,0.05,0.36,1.08,18522,2972,258583,6.2,90.85,87.88,112383,1573.4,0.47,10.9,0.91,12.2,0.16,0.251,0,18522684
2888,新光金,20190524,8.48,8.5,8.42,8.42,0,0,0.95,18614,3826,157192,4.9,-20.25,-18.33,122604,1032.3,0.332,10.2,0.6,10.6,0.15,0.153,0,18614669
2889,國票金,20190524,10.35,10.4,10.35,10.35,0,0,0.48,2171,895,22511,2.4,14.32,-7.69,28199,291.9,0.094,12.9,0.92,14.4,0.08,0.022,0,2171800
2890,永豐金,20190524,12.05,12.2,12,12.2,0.2,1.67,1.67,30582,3639,370946,8.4,171.65,189.66,112711,1375.1,0.442,13.3,0.98,14.6,0.27,0.36,0,30582416
2891,中信金,20190524,20.85,20.9,20.8,20.9,0.05,0.24,0.48,25062,4887,522598,5.1,-21.71,27.5,199970,4179.4,1.312,10.6,1.27,11.6,0.13,0.507,0,25062887
2892,第一金,20190524,22,22.1,21.95,22.1,0.2,0.91,0.68,10822,2783,238623,3.9,-18.32,25.81,123387,2726.9,0.878,14.7,1.38,15.7,0.09,0.232,0,10822495
2897,王道銀行,20190524,7.91,8,7.91,7.98,0.07,0.88,1.14,1631,393,12972,4.2,249.25,31.25,27130,216.5,0.062,13.3,0.66,17.3,0.06,0.013,0,1631499
2901,欣欣,20190524,24,24,24,24,-0.05,-0.21,0,22,8,531,2.8,-8.33,86.67,730,17.5,0.006,60.4,2,54.1,0.03,0.001,0,22144
2903,遠百,20190524,17.45,17.55,17.4,17.55,0.15,0.86,0.86,1978,1348,34596,1.5,-2.37,-37.5,14169,248.7,0.08,17.1,0.83,17.9,0.14,0.034,0,1978124
2904,匯僑,20190524,23.45,23.6,23.4,23.45,0,0,0.85,50,33,1186,1.5,-24.24,15.38,690,16.2,0.005,13.8,1.63,12.4,0.07,0.001,0,50502
