股票代號,股票名稱,日期,開盤價,最高價,最低價,收盤價,漲跌,漲幅(%),振幅(%),成交量,成交筆數,成交金額(千),均張,成交量變動(%),均張變動(%),股本(百萬),總市值(億),市值比重(%),本益比,股價淨值比,本益比(近四季),週轉率(%),成交值比重(%),漲跌停,成交量(股)
6277,宏正,20190524,89.9,91.1,89.2,90.1,1.2,1.35,2.14,182,165,16488,1.1,127.5,22.22,1195,107.7,0.035,13.9,2.33,7.1,0.15,0.016,0,182589
6278,台表科,20190524,57.7,58.6,56.9,56.9,-0.4,-0.7,2.97,5958,4026,343761,1.5,6.28,0,2924,166.4,0.054,11,1.37,14.6,2.07,0.334,0,5958015
6279,胡連,20190524,72,73,72,72.1,-0.4,-0.55,1.38,112,94,8096,1.2,12,9.09,972,70.1,0.233,12.3,1.57,14.8,0.12,0.025,0,112049
6281,全國電,20190524,65.4,65.5,65.4,65.5,0.1,0.15,0.15,107,63,7047,1.7,46.58,21.43,992,65,0.021,16.4,2.59,18.7,0.11,0.007,0,107619
6282,康舒,20190524,18.95,19.15,18.95,19.05,0.1,0.53,1.06,739,412,14115,1.8,-54.77,-10,5166,98.4,0.032,8.9,1.17,8.3,0.14,0.014,0,739701
6283,淳安,20190524,34.55,35,34.5,34.5,-0.2,-0.58,1.44,152,100,5280,1.5,-28.97,-16.67,1481,51.1,0.016,116.1,2.55,114.1,0.1,0.005,0,152275
6284,佳邦,20190524,27.25,27.85,27.25,27.5,0.05,0.18,2.19,375,260,10346,1.4,-35.23,0,1476,40.6,0.135,17.2,0.85,16.6,0.25,0.032,0,375001
6285,啟碁,20190524,70.1,70.5,69.2,69.8,-0.3,-0.43,1.85,1828,1170,127607,1.6,-31.54,-5.88,3905,272.6,0.088,14.4,1.65,14.3,0.47,0.124,0,1828537
6287,元隆,20190524,2.65,2.7,2.65,2.7,-0.05,-1.82,1.82,46,15,123,3.1,228.57,10.71,4381,11.8,0.039,,2.49,,0.01,0,0,46000
6288,聯嘉,20190524,16.95,17.2,16.95,17.05,0.1,0.59,1.47,174,103,2969,1.7,-70.76,0,1711,29.2,0.009,13.6,1.26,19,0.1,0.003,0,174000
6289,華上,20190524,0.6,0.66,0.6,0.64,0.04,6.67,10,101,29,66,3.5,77.19,-32.69,2693,1.7,,,1.55,2.5,0.04,0,0,101197
6290,良維,20190524,44.6,45.1,43.2,43.2,-0.75,-1.71,4.32,2815,1655,124374,1.7,41.74,13.33,1423,61.5,0.205,10.9,1.62,20.5,2.02,0.39,0,2815001
6291,沛亨,20190524,10.05,10.05,10.05,10.05,-0.95,-8.64,0,3,3,31,1,,,180,1.8,0.006,,3.62,,0.02,0,0,3090
6292,迅德,20190524,30.8,30.9,30.7,30.8,-0.05,-0.16,0.65,36,28,1108,1.3,-52,-18.75,469,14.4,0.048,10.2,1.46,8.6,0.08,0.003,0,36000
6294,智基,20190524,109.5,110.5,108.5,109,0.5,0.46,1.84,40,34,4393,1.2,122.22,50,234,25.5,0.085,13.6,4.31,13.1,0.17,0.014,0,40150
6404,通訊-KY,20190524,9.06,9.06,8.96,9.03,-0.01,-0.11,1.11,29,24,262,1.2,-29.27,-25,374,3.4,0.011,,1.51,,0.08,0.001,0,29034
6405,悅城,20190524,14.35,14.35,14.1,14.15,-0.1,-0.7,1.75,20,20,283,1,42.86,-23.08,658,9.3,0.003,,0.5,,0.03,0,0,20000
6409,旭隼,20190524,604,604,595,600,2,0.33,1.51,34,31,20324,1.1,-46.88,22.22,787,472.2,0.152,24.2,9.6,24.9,0.04,0.02,0,34000
6411,晶焱,20190524,83.1,83.7,81.8,82,-0.8,-0.97,2.29,822,614,68023,1.3,47.31,0,747,61.3,0.204,11.4,2.57,10.9,1.11,0.213,0,822726
6412,群電,20190524,47.2,47.65,46.8,46.9,-0.3,-0.64,1.8,322,290,15213,1.1,28.8,-26.67,3867,181.4,0.058,11.6,2.34,15.8,0.08,0.015,0,322745
6414,樺漢,20190524,200,207.5,200,202.5,2.5,1.25,3.75,612,585,125211,1,-26.35,0,836,169.3,0.055,13.5,1.96,16.6,0.74,0.121,0,612639
6415,矽力-KY,20190524,480,480,462,468,-12,-2.5,3.75,331,328,155133,1,-27.09,0,904,423.1,0.136,21.8,3.13,23.7,0.37,0.151,0,331292
6416,瑞祺電通,20190524,72,73.1,72,72.1,0.1,0.14,1.53,88,68,6363,1.3,-40.54,8.33,680,49,0.016,12.5,1.94,13.9,0.13,0.006,0,88000
6417,韋僑,20190524,51.7,52,51.1,51.7,0,0,1.74,12,12,619,1,-47.83,-33.33,356,18.4,0.061,32.3,2.5,37.8,0.03,0.002,0,12000
6418,詠昇,20190524,21.5,21.5,20.85,21,-0.45,-2.1,3.03,19,15,402,1.3,-20.83,-18.75,345,7.2,0.024,13.4,1.37,18.9,0.06,0.001,0,19000
6419,京晨科,20190524,8,8.06,8,8.01,-0.1,-1.23,0.74,16,13,131,1.2,-46.67,-7.69,278,2.2,0.007,,0.71,,0.06,0,0,16357
6425,易發,20190524,44.4,45.6,44.4,44.9,0.35,0.79,2.69,101,50,4545,2,20.24,42.86,425,19.1,0.064,12.8,1.4,11.2,0.24,0.014,0,101000
6426,統新,20190524,67.5,67.5,65.7,66.3,-0.3,-0.45,2.7,176,169,11762,1,-49.43,-16.67,335,22.2,0.074,27.4,2.95,102.3,0.53,0.037,0,176099
6431,光麗-KY,20190524,26.55,26.95,26.35,26.95,0.25,0.94,2.25,36,32,957,1.1,-62.5,-21.43,456,12.3,0.004,,3.11,,0.08,0.001,0,36000
6432,今展科,20190524,24.4,25,24.4,24.5,0.05,0.2,2.45,46,34,1135,1.4,24.32,16.67,220,5.4,0.018,10.6,1.04,6.9,0.21,0.004,0,46056
6435,大中,20190524,108.5,109.5,108,108.5,0.5,0.46,1.39,162,146,17611,1.1,-38.64,0,331,35.9,0.12,9.7,3.8,10.3,0.49,0.055,0,162019
6438,迅得,20190524,48,51.1,48,50,1.7,3.52,6.42,261,184,13141,1.4,69.48,-30,578,28.9,0.096,12.5,1.59,12.4,0.45,0.041,0,261701
6441,廣錠,20190524,41.65,41.65,40.55,40.55,-1.05,-2.52,2.64,3,3,124,1,,,307,12.4,0.041,20.4,1.7,21.7,0.01,0,0,3000
6442,光聖,20190524,37.3,37.3,36.6,37.1,-0.7,-1.85,1.85,122,88,4508,1.4,-74.64,-89.55,660,24.5,0.008,17.2,1.14,12.7,0.18,0.004,0,122117
6443,元晶,20190524,6.42,6.51,6.37,6.37,-0.09,-1.39,2.17,1175,324,7545,3.6,-22.9,-5.26,4769,30.4,0.01,63.3,1.02,,0.25,0.007,0,1175230
6446,藥華藥,20190524,120,120.5,118,120,0,0,2.08,165,136,19649,1.2,-42.71,9.09,2191,262.9,0.876,,11.79,,0.07,0.062,0,165330
6449,鈺邦,20190524,28.4,28.75,28.3,28.35,-0.05,-0.18,1.58,43,34,1221,1.3,-21.82,0,844,23.9,0.008,70.4,1.23,20.7,0.05,0.001,0,43002
6451,訊芯-KY,20190524,89.6,92.6,89,89.3,0.2,0.22,4.04,719,640,65079,1.1,-61.82,-15.38,1054,94.1,0.03,22.3,1.68,22.3,0.69,0.063,0,719256
6452,康友-KY,20190524,222,224,203,209.5,-12.5,-5.63,9.46,3264,2604,691921,1.3,315.27,8.33,780,163.4,0.053,14.6,2.15,14.3,4.23,0.671,0,3264106
6456,GIS-KY,20190524,91.5,92.3,91,91.3,1.3,1.44,1.44,2413,1763,221302,1.4,-50.25,0,3394,309.9,0.1,8.6,1.19,7.6,0.71,0.215,0,2413859
6457,紘康,20190524,27.5,27.5,27.35,27.4,-0.1,-0.36,0.55,15,9,411,1.7,-25,41.67,292,8,0.027,18.2,1.6,17,0.05,0.001,0,15000
6461,益得,20190524,20.5,20.7,20.5,20.7,-0.15,-0.72,0.96,15,10,308,1.5,-69.39,7.14,800,16.6,0.055,,1.17,,0.02,0.001,0,15000
6462,神盾,20190524,237,239.5,215,218,-17.5,-7.43,10.4,10325,7633,2383346,1.4,12.39,7.69,711,155,0.516,11,6.12,26.4,15.38,7.471,0,10325360
6464,台數科,20190524,108,108,108,108,0,0,0,0,0,0,,,,1234,133.3,0.043,21.6,2.01,21.2,0,0,0,0
6465,威潤,20190524,63.3,63.5,62.5,62.5,-0.3,-0.48,1.59,32,19,2018,1.7,77.78,13.33,330,20.6,0.069,62.5,5.04,,0.1,0.006,0,32000
6469,大樹,20190524,78,78.2,77.9,78.1,0.1,0.13,0.38,12,14,972,0.9,-45.45,-30.77,366,28.6,0.095,26,2.8,26.1,0.03,0.003,0,12460
6470,宇智,20190524,39.05,39.3,38.5,38.9,-0.4,-1.02,2.04,308,205,11977,1.5,68.31,15.38,327,12.7,0.042,11.2,1.97,9.9,0.94,0.038,0,308000
6472,保瑞,20190524,142,142.5,141,141,-1,-0.7,1.06,132,127,18806,1,-25.42,-9.09,295,41.6,0.139,14.6,2.95,8.5,0.45,0.059,0,132786
6477,安集,20190524,23.3,23.5,22.8,23,-0.2,-0.86,3.02,635,318,14689,2,12.39,5.26,945,21.7,0.007,8.5,1.19,8.7,0.68,0.014,0,635240
6482,弘煜科,20190524,27,27.75,27,27.75,-0.05,-0.18,2.7,11,8,299,1.4,,,171,4.7,0.016,,1.61,,0.06,0.001,0,11000
6485,點序,20190524,38,38.5,38,38.3,0.1,0.26,1.31,62,35,2381,1.8,87.88,80,342,13.1,0.044,18.2,1.45,16,0.18,0.007,0,62052
6486,互動,20190524,61.3,62.2,61.2,61.7,0.5,0.82,1.63,252,215,15639,1.2,-9.68,9.09,369,22.8,0.076,11.4,2.16,11.2,0.69,0.049,0,252899
6488,環球晶,20190524,306,309,299.5,300,-3,-0.99,3.14,5521,4475,1678577,1.2,10.13,0,4372,1311.6,4.368,8.7,2.79,8.9,1.28,5.262,0,5521923
6492,生華科,20190524,69,69.1,68.8,69,-0.5,-0.72,0.43,17,17,1189,1,-10.53,0,745,51.4,0.171,,4.78,,0.02,0.004,0,17250
6494,九齊,20190524,29.35,29.95,29.35,29.5,0.1,0.34,2.04,28,21,826,1.3,7.69,18.18,316,9.3,0.031,14.8,1.47,12.8,0.09,0.003,0,28050
6496,科懋,20190524,45.7,46.35,45.7,46.2,0.5,1.09,1.42,62,50,2847,1.2,226.32,20,467,21.6,0.072,11.6,1.55,12.4,0.13,0.009,0,62000
6497,亞獅康-KY,20190524,21.3,21.3,20.75,20.85,0.2,0.97,2.66,70,42,1459,1.7,-31.37,30.77,1602,33.4,0.111,,4.12,,0.04,0.005,0,70000
6499,益安,20190524,83,83,82.3,82.5,-0.5,-0.6,0.84,12,13,1000,0.9,-52,-10,604,49.8,0.166,,2.21,,0.02,0.003,0,12115
6504,南六,20190524,163.5,164,162,163.5,0,0,1.22,8,8,1305,1,0,0,726,118.7,0.038,18,3.64,19.5,0.01,0.001,0,8000
6505,台塑化,20190524,115,115,113,115,-1,-0.86,1.72,2606,1460,297310,1.8,14.2,28.57,95260,10954.9,3.527,17.9,3.11,21.5,0.03,0.288,0,2606541
6506,雙邦,20190524,18.05,18.3,18.05,18.15,0.1,0.55,1.39,94,42,1708,2.2,-91.92,-95.08,807,14.6,0.049,12.1,1.18,14.1,0.12,0.005,0,94020
6508,惠光,20190524,29.6,29.9,29.45,29.8,0.2,0.68,1.52,114,77,3384,1.5,-22.45,7.14,844,25.2,0.084,11.9,1.14,11.3,0.13,0.011,0,114156
6509,聚和,20190524,18.05,18.1,17.95,18.05,0,0,0.83,359,165,6475,2.2,-36.46,-12,1761,31.8,0.106,15.1,1.13,18.2,0.2,0.02,0,359420
6510,精測,20190524,390,395,382,382.5,-3.5,-0.91,3.37,734,710,284615,1,-38.22,0,328,125.5,0.418,21,2.01,19.5,2.27,0.892,0,734221
6512,啟發電,20190524,17.1,17.1,17,17,0.25,1.49,0.6,3,3,51,1,200,0,250,4.3,0.014,28.3,0.91,29.9,0.01,0,0,3000
6514,芮特-KY,20190524,53.5,54.8,53,53.9,0.2,0.37,3.35,140,116,7548,1.2,-37.78,0,246,13.3,0.044,16.8,2.27,16.2,0.57,0.024,0,140045
6516,勤崴國際,20190524,151,157,151,152.5,1.5,0.99,3.97,58,55,8947,1.1,-9.38,0,300,45.8,0.153,114.4,5.3,91.6,0.2,0.028,0,58100
6523,達爾膚,20190524,78.3,79.1,75,75,-3.2,-4.09,5.24,178,157,13606,1.1,-14.01,0,450,33.8,0.113,25,1.91,65.1,0.4,0.043,0,178305
6525,捷敏-KY,20190524,65.8,66.9,65.5,65.5,-0.3,-0.46,2.13,254,188,16719,1.4,6.72,7.69,1173,76.8,0.025,10.6,2.09,9.6,0.22,0.016,0,254045
6530,創威,20190524,15,15,14.85,15,0.05,0.33,1,21,9,313,2.3,23.53,35.29,338,5.1,0.017,21.1,1.08,19,0.06,0.001,0,21000
6531,愛普,20190524,36.65,36.95,36.5,36.75,0.1,0.27,1.23,48,36,1776,1.3,-61.9,0,754,27.7,0.009,,1.27,,0.06,0.002,0,48248
6532,瑞耘,20190524,29.25,29.25,28.8,28.9,0.2,0.7,1.57,27,20,779,1.4,-25,0,316,9.1,0.03,9.6,1.61,8.6,0.09,0.002,0,27000
6533,晶心科,20190524,114,115,108,108,-5,-4.42,6.19,5453,3705,613263,1.5,30.8,7.14,427,46.1,0.015,230.6,3.96,117.2,13.3,0.595,0,5453563
6535,順藥,20190524,28.1,28.75,28.1,28.35,-0.5,-1.73,2.25,8,7,226,1.1,-27.27,-21.43,1172,33.2,0.111,,2.76,,0.01,0.001,0,8000
6538,倉和,20190524,67.2,67.7,65.2,66.1,1.1,1.69,3.85,484,428,32299,1.1,-9.7,0,303,20,0.067,13.2,1.6,27.3,1.61,0.101,0,484000
6541,泰福-KY,20190524,68,69.6,67.6,69.6,1.6,2.35,2.94,105,100,7246,1.1,7.14,-8.33,2439,169.8,0.055,,4.5,,0.04,0.007,0,105701
6542,隆中,20190524,75.8,75.8,75.3,75.3,1.3,1.76,0.68,3,3,227,1,-88.46,-23.08,420,31.6,0.105,29,2.34,27.8,0.01,0.001,0,3000
6547,高端疫苗,20190524,32.2,32.8,32.2,32.45,0.25,0.78,1.86,74,60,2425,1.2,-59.56,-50,1555,50.5,0.168,,3.4,,0.05,0.008,0,74500
6548,長科,20190524,255,258,255,258,0.5,0.19,1.17,4,4,1027,1,-42.86,0,364,93.9,0.313,16.1,1.79,11.8,0.01,0.003,0,4000
6552,易華電,20190524,96.8,98,94.6,95,1.8,1.93,3.65,7045,5021,680562,1.4,-13.41,-6.67,1000,95,0.031,13.9,4.7,29.2,7.16,0.66,0,7045643
6556,勝品,20190524,38.5,39.4,37.65,39.4,-0.2,-0.51,4.42,27,25,1035,1.1,35,10,230,9.1,0.03,19.7,1.07,14.7,0.11,0.003,0,27000
6558,興能高,20190524,50,54.6,50,54.4,4.3,8.58,9.18,2026,1631,107602,1.2,44.82,-14.29,866,47.1,0.015,21.4,3.41,25.7,2.28,0.104,0,2026164
6560,欣普羅,20190524,49.65,49.8,47.8,49.4,-0.05,-0.1,4.04,70,51,3418,1.4,-47.76,-6.67,175,8.6,0.029,15.4,2.48,13.8,0.4,0.011,0,70000
6561,是方,20190524,199.5,201.5,199,200,1.5,0.76,1.26,127,123,25471,1,-30.22,-9.09,693,138.6,0.462,24.2,4.67,27,0.18,0.08,0,127157
6568,宏觀,20190524,153,155,151.5,151.5,-1.5,-0.98,2.29,36,26,5520,1.4,-33.33,27.27,247,37.4,0.125,14.7,2.76,15.9,0.15,0.017,0,36000
6569,醫揚,20190524,162,165.5,162,163.5,0,0,2.14,5,7,854,0.7,0,-30,200,32.7,0.109,16.5,3.41,13.6,0.03,0.003,0,5200
6570,維田,20190524,42.8,43,42.5,43,0.2,0.47,1.17,27,22,1157,1.2,-22.86,-33.33,271,11.7,0.039,12.7,2.42,16.5,0.1,0.004,0,27010
6573,虹揚-KY,20190524,23.8,23.9,23.7,23.7,-0.3,-1.25,0.83,17,13,404,1.3,30.77,8.33,659,15.6,0.005,47.3,1.08,87.6,0.03,0,0,17000
6574,霈方,20190524,82,82,80.9,80.9,-3,-3.58,1.31,2,5,171,0.4,100,33.33,220,17.8,0.059,21.2,2.77,18.6,0.01,0.001,0,2100
6576,逸達,20190524,78,82.5,77.2,81.6,4,5.15,6.83,647,515,52025,1.3,138.75,0,1002,81.8,0.272,,6.15,,0.64,0.163,0,647952
6577,勁豐,20190524,63.5,64.2,63.1,63.5,0.4,0.63,1.74,13,12,830,1.1,-55.17,-15.38,383,24.3,0.081,10.6,2.22,12.2,0.03,0.003,0,13020
6578,達邦蛋白,20190524,26.8,26.95,26.75,26.8,-0.1,-0.37,0.74,85,63,2278,1.3,-2.3,-7.14,292,7.8,0.026,27,1.08,26.7,0.29,0.007,0,85000
6579,研揚,20190524,78.8,79,78.7,78.9,0.1,0.13,0.38,17,13,1341,1.3,-22.73,30,1485,117.2,0.038,11.3,1.44,17,0.01,0.001,0,17000
6581,鋼聯,20190524,95,95,94.2,94.2,-0.8,-0.84,0.84,13,11,1237,1.2,-27.78,9.09,1113,104.8,0.034,13.5,2.82,13.5,0.01,0.001,0,13100
6582,申豐,20190524,55,55,54.9,54.9,0.4,0.73,0.18,2,2,110,1,0,0,1047,57.5,0.019,13.1,1.67,12.4,0,0,0,2000
6590,普鴻,20190524,30.5,30.65,30.5,30.6,0.1,0.33,0.49,11,8,336,1.4,22.22,7.69,152,4.7,0.016,15.5,1.76,17.6,0.07,0.001,0,11000
6591,動力-KY,20190524,42.15,42.35,40.75,41,-0.9,-2.15,3.82,198,151,8188,1.3,-39.08,-18.75,262,10.7,0.003,20.7,1.1,21.1,0.77,0.008,0,198000
6593,台灣銘板,20190524,29,29,28.3,28.3,0.1,0.35,2.48,7,8,202,0.9,-12.5,-10,196,5.5,0.018,27.7,1.1,16,0.04,0.001,0,7002
6594,展匯科,20190524,20.6,20.8,20.6,20.8,0,0,0.96,8,13,175,0.6,33.33,-40,207,4.3,0.014,15.9,1.15,16.1,0.04,0.001,0,8483
6596,寬宏藝術,20190524,55.4,56.9,55.4,56.5,0.4,0.71,2.67,21,24,1193,0.9,-19.23,-18.18,253,14.3,0.048,17.4,2.52,34.3,0.08,0.004,0,21200
6603,富強鑫,20190524,12.45,12.45,12.25,12.4,-0.05,-0.4,1.61,84,36,1044,2.3,127.03,27.78,1468,18.2,0.061,17.7,0.86,18,0.06,0.003,0,84666
6605,帝寶,20190524,70,71.2,70,70.5,0.8,1.15,1.72,178,134,12570,1.3,131.17,8.33,1658,116.9,0.038,11.7,0.89,11.6,0.11,0.012,0,178007
6609,瀧澤科,20190524,31.6,31.75,31.5,31.65,-0.05,-0.16,0.79,54,32,1719,1.7,92.86,88.89,725,22.9,0.076,10.1,1.03,8.4,0.08,0.005,0,54326
6612,奈米醫材,20190524,56.1,56.8,55.8,55.8,-0.5,-0.89,1.78,22,21,1238,1,-72.5,-16.67,335,18.7,0.062,21.2,3.23,29.1,0.07,0.004,0,22045
6613,朋億,20190524,171.5,172,170.5,171,-0.5,-0.29,0.87,33,35,5701,0.9,13.79,-30.77,339,58,0.193,10.6,2.33,9.2,0.1,0.018,0,33300
6615,慧智,20190524,92.1,92.1,90.8,91,-1.2,-1.3,1.41,35,31,3190,1.1,-7.89,10,212,19.3,0.064,33.8,3.8,39.5,0.17,0.01,0,35000
6616,特昇-KY,20190524,28.3,28.4,27.95,27.95,-0.45,-1.58,1.58,21,23,596,0.9,-75,-25,236,6.6,0.022,10,1.9,9.2,0.09,0.002,0,21210
6625,必應,20190524,50.8,50.9,50.8,50.8,0.4,0.79,0.2,11,11,564,1,-71.79,-47.37,355,18,0.006,19.6,2.75,14.5,0.03,0.001,0,11090
6640,均華,20190524,38,38.4,38,38.35,0.3,0.79,1.05,7,7,267,1,-80.56,-47.37,283,10.9,0.036,15.3,1.15,10.8,0.02,0.001,0,7000
6641,基士德-KY,20190524,62.2,63,62.2,62.8,0,0,1.27,24,20,1522,1.2,-58.62,-36.84,340,21.4,0.007,10.8,1.72,10.3,0.07,0.001,0,24310
6643,M31,20190524,282.5,296,282.5,287,6.5,2.32,4.81,427,388,123619,1.1,33.02,-8.33,313,89.8,0.299,26,6.42,29.9,1.38,0.388,0,427462
6654,天正國際,20190524,64,65,63.7,64.6,-0.1,-0.15,2.01,25,24,1620,1,-70.24,-9.09,315,20.3,0.068,9.3,2.15,7.7,0.08,0.005,0,25150
6655,科定,20190524,52.9,53,52.5,53,0.1,0.19,0.95,12,10,633,1.2,,,666,35.3,0.011,14,1.72,16.9,0.02,0.001,0,12000
6662,樂斯科,20190524,42.65,42.9,42.5,42.6,-0.7,-1.62,0.92,24,15,1022,1.6,-7.69,60,256,10.9,0.036,16.3,2.4,22.8,0.09,0.003,0,24000
6664,群翊,20190524,56.5,56.9,56.1,56.1,-0.4,-0.71,1.42,54,44,3044,1.2,125,20,550,30.9,0.103,12.8,1.68,11.2,0.1,0.01,0,54000
6666,羅麗芬-KY,20190524,179.5,180.5,178,178,-1.5,-0.84,1.39,71,70,12710,1,-22.83,0,431,76.7,0.025,12.8,4.19,,0.17,0.012,0,71050
6667,信紘科,20190524,37.2,37.7,37.15,37.25,-0.15,-0.4,1.47,27,15,1027,1.8,-46,-35.71,348,13,0.043,18.5,1.61,16.9,0.08,0.003,0,27487
6668,中揚光,20190524,63.1,64.9,62,62,-1.8,-2.82,4.55,251,193,15924,1.3,-27.03,8.33,684,42.4,0.014,21.6,2.36,36.2,0.38,0.015,0,251051
6669,緯穎,20190524,360,371,360,364,3,0.83,3.05,1222,1111,446830,1.1,-40.59,0,1745,635.2,0.205,11.1,3.49,11.1,0.7,0.434,0,1222508
6670,復盛應用,20190524,171,171,167.5,168,-1.5,-0.88,2.06,512,409,86582,1.3,-37.56,8.33,1310,220.1,0.071,10.3,3.52,10.6,0.39,0.084,0,512227
6671,三能-KY,20190524,46,46.8,45.9,46.8,0.8,1.74,1.96,9,5,415,1.8,50,-10,608,28.5,0.009,16.4,1.69,,0.01,0,0,9000
6672,騰輝電子-KY,20190524,76,76.9,74.8,75,-1.6,-2.09,2.74,381,300,28878,1.3,31.83,8.33,706,53,0.017,10.9,2.5,12.1,0.54,0.028,0,381576
6674,鋐寶科技,20190524,29.9,30,29.6,29.6,-0.05,-0.17,1.35,45,33,1341,1.4,246.15,27.27,668,19.8,0.006,10.7,1.09,13.9,0.07,0.001,0,45000
6679,鈺太,20190524,85.8,86.2,83.2,84,-1.8,-2.1,3.5,250,175,21040,1.4,4.17,0,412,34.6,0.115,23.2,3.59,31,0.61,0.066,0,250050
6683,雍智科技,20190524,107,107,102,103.5,-2.5,-2.36,4.72,153,130,15835,1.2,57.73,0,271,28,0.093,14.5,2.34,18.3,0.57,0.05,0,153150
6803,崑鼎,20190524,195,195,194,194.5,-0.5,-0.26,0.51,30,58,5950,0.5,-65.12,-44.44,671,130.5,0.435,15.7,2.56,15.8,0.05,0.019,0,30600
7402,邑錡,20190524,51.5,52,51,52,0.5,0.97,1.94,23,19,1187,1.2,27.78,9.09,228,11.9,0.04,19.4,3.53,30.7,0.1,0.004,0,23000
8011,台通,20190524,15.65,15.9,15.6,15.7,0.2,1.29,1.94,222,153,3497,1.5,-20.14,0,1186,18.6,0.006,,0.71,,0.19,0.003,0,222001
8016,矽創,20190524,122,123.5,114.5,115,-5.5,-4.56,7.47,5310,3699,629784,1.4,52.76,7.69,1202,138.2,0.044,13.3,2.75,15.1,4.56,0.611,0,5310119
8021,尖點,20190524,18.8,18.95,18.8,18.9,0.1,0.53,0.8,133,90,2530,1.5,-6.99,7.14,1435,27.1,0.009,12.4,0.6,12.1,0.09,0.002,0,133921
8024,佑華,20190524,10.4,10.4,10.3,10.3,-0.15,-1.44,0.96,16,13,166,1.2,-51.52,-36.84,456,4.7,0.016,,0.71,29.3,0.04,0.001,0,16002
8027,鈦昇,20190524,29,29.25,28.5,28.5,-0.45,-1.55,2.59,77,55,2209,1.4,2.67,-17.65,797,22.7,0.076,,1.97,42,0.1,0.007,0,77001
8028,昇陽半導體,20190524,41.25,42.55,41.25,42.25,0.95,2.3,3.15,472,341,19784,1.4,-2.48,0,1324,55.9,0.018,17.2,2.48,21.1,0.35,0.019,0,472201
8032,光菱,20190524,27.5,27.6,27.45,27.55,-0.3,-1.08,0.54,21,10,578,2.1,2000,600,518,14.3,0.048,10.6,0.86,9.6,0.04,0.002,0,21002
8033,雷虎,20190524,11,11.45,10.7,10.85,-0.3,-2.69,6.73,1392,688,15336,2,-47.21,-13.04,1094,11.9,0.004,107.9,2,,1.29,0.015,0,1392965
8034,榮群,20190524,10.25,10.5,10.25,10.4,0.15,1.46,2.44,86,53,895,1.6,-51.41,-38.46,629,6.5,0.022,10.4,1.14,12.7,0.14,0.003,0,86003
8038,長園科,20190524,50.3,54.5,50.3,53.3,3,5.96,8.35,815,665,42860,1.2,108.97,-14.29,594,31.7,0.106,,5.12,,1.35,0.134,0,815228
8039,台虹,20190524,38.5,38.75,37.7,38.1,-0.4,-1.04,2.73,1692,1127,64594,1.5,-38.54,-6.25,2091,79.7,0.026,11.4,1.09,14,0.81,0.063,0,1692918
8040,九暘,20190524,6.9,7.38,6.9,7.38,0.46,6.65,6.94,378,149,2698,2.5,55.56,13.64,827,6.1,0.02,,0.87,,0.44,0.008,0,378472
8042,金山電,20190524,35,35.1,34.8,34.9,-0.1,-0.29,0.86,72,52,2519,1.4,-82.04,-53.33,1220,42.6,0.142,,0.99,683.5,0.06,0.008,0,72000
8043,蜜望實,20190524,34.4,34.85,34.4,34.5,-0.2,-0.58,1.3,165,139,5707,1.2,-58.12,-29.41,799,27.6,0.092,11.5,1.03,6.5,0.21,0.018,0,165012
8044,網家,20190524,116,120,116,118,0.5,0.43,3.4,82,80,9731,1,-55.91,-9.09,1172,138.3,0.461,38.6,4.61,,0.07,0.031,0,82474
8046,南電,20190524,33.4,33.6,31.1,31.25,-1.5,-4.58,7.63,20133,9890,647195,2,-4.84,-16.67,6462,201.9,0.065,57,0.68,,3.21,0.628,0,20133943
8047,星雲,20190524,10.35,10.35,10.05,10.1,-0.1,-0.98,2.94,11,10,111,1.1,450,57.14,417,4.2,0.014,,0.81,,0.03,0,0,11000
8048,德勝,20190524,36.7,37.8,36.7,37.4,0.5,1.36,2.98,136,79,5092,1.7,4.62,-19.05,533,19.9,0.066,12.5,2.21,15.5,0.26,0.016,0,136246
8049,晶采,20190524,23.1,23.4,23.1,23.3,0.15,0.65,1.3,205,137,4775,1.5,-24.35,7.14,1183,27.6,0.092,9.3,1.65,8.7,0.17,0.015,0,205228
8050,廣積,20190524,39.9,39.9,39.65,39.75,0.1,0.25,0.63,548,200,21778,2.7,160.95,50,1764,70.1,0.233,11.4,1.35,18.4,0.31,0.068,0,548678
8054,安國,20190524,15.5,15.5,15.4,15.5,-0.1,-0.64,0.64,129,58,1991,2.2,-22.75,10,752,11.7,0.039,,0.56,23.4,0.17,0.006,0,129003
8059,凱碩,20190524,8.56,8.59,8.38,8.44,-0.12,-1.4,2.45,189,60,1602,3.2,139.24,23.08,861,7.3,0.024,,1.22,,0.22,0.005,0,189001
8064,東捷,20190524,17.15,17.25,17.05,17.05,-0.1,-0.58,1.17,666,372,11419,1.8,-12.71,-5.26,1648,28.1,0.094,8.1,1.01,6.9,0.41,0.036,0,666685
8066,來思達,20190524,104,104.5,103,104,0.5,0.48,1.45,59,38,6170,1.6,-73.3,-52.94,302,31.4,0.105,8.7,3.55,7.9,0.2,0.019,0,59500
8067,志旭,20190524,6.36,6.8,6.36,6.79,0.01,0.15,6.49,11,10,76,1.1,-35.29,-21.43,300,2,0.007,,1.05,,0.04,0,0,11500
8068,全達,20190524,15.75,16.25,15.75,15.75,0.1,0.64,3.19,31,9,489,3.4,55,161.54,687,10.8,0.036,26.4,1.73,64.3,0.05,0.002,0,31000
